transition,0.0,4.493305000003602
transition,0.9046930000040447,5.398011999997834
transition,1.8094009999986156,6.302696999999171
transition,2.7140920000019833,7.207402000000002
transition,3.618804999998247,8.11210900000151
transition,4.523486999998568,9.016798999997263
transition,5.428163999997196,9.921519000003173
run,6.332847999998194,10.82621300000028
run,7.237553999999363,11.730870999999752
run,8.142260000000533,12.635556000001088
run,9.046950000003562,13.540273999999044
run,9.951671000002534,14.444955999999365
run,10.856363999999303,15.34970500000054
run,11.761053000001993,16.25437200000306
run,12.665707000000111,17.15907800000423
run,13.570425999998406,18.068770999998378
transition,14.475106999998388,18.9784970000037
transition,15.379855999999563,19.88819599999988
transition,16.284553999998025,20.80297900000005
transition,17.18922900000325,21.722780000003695
transition,18.0989219999974,22.63248900000326
transition,19.008678999998665,23.537222999999358
transition,19.918346999998903,24.441931000001205
transition,20.833129999999073,25.35173300000315
transition,21.752931000002718,26.256470000000263
transition,22.662670999998227,27.161220000001776
transition,23.56737499999872,28.065974999997707
transition,24.472113000003446,28.970750000000407
transition,25.381884000002174,29.875504000003275
transition,26.286652000002505,30.780267000001913
transition,27.191372000001138,31.685003999999026
transition,28.096126000004006,32.589789999998175
transition,29.00090099999943,33.49456199999986
transition,29.905656000002637,34.39933600000222
run,30.810418000000936,35.30407700000069
run,31.715186000001268,36.20883699999831
transition,32.6199409999972,37.11360699999932
transition,33.52471399999922,38.01835299999948
transition,34.429487000001245,38.923108000002685
transition,35.33422799999971,39.8328760000004
transition,36.23898899999767,40.74267500000133
transition,37.14375799999834,41.65241500000411
transition,38.04853500000172,42.562214999998105
transition,38.953267000004416,43.466935000004014
transition,39.86302699999942,44.37667199999851
transition,40.77282600000035,45.28141100000357
transition,41.682566000003135,46.18612099999882
transition,42.592366000004404,47.090886999998474
transition,43.49708600000304,47.995607999997446
transition,44.40682299999753,48.900331999997434
transition,45.31159299999854,49.80506199999945
transition,46.21630300000106,50.71480200000224
transition,47.1210379999975,51.61952100000053
run,48.025759000003745,52.52427899999748
run,48.93048300000373,53.42895800000406
transition,49.84024900000077,54.333692000000156
transition,50.74495300000126,55.2384349999993
transition,51.64967299999989,56.14315499999793
transition,52.55443000000378,57.05288499999733
transition,53.459139999999024,57.96264499999961
transition,54.36384299999918,58.87234700000408
transition,55.26858699999866,59.77707999999984
transition,56.173306999997294,60.68684799999755
transition,57.08303700000397,61.5915559999994
run,57.99279999999999,62.49623799999972
run,58.902499000003445,63.400980999998865
run,59.8072319999992,64.31572700000106
transition,60.71699900000385,65.22545600000012
transition,61.62170699999842,66.13522000000376
transition,62.52642000000196,67.04493399999774
transition,63.431132999998226,67.94962700000178
transition,64.34587800000008,68.8594080000039
transition,65.25560799999948,69.76910099999805
transition,66.16537100000278,70.67887899999914
transition,67.0750840000037,71.5886079999982
transition,67.97977900000114,72.49836900000082
transition,68.88955900000292,73.40305100000114
transition,69.79928300000029,74.30776799999876
transition,70.70902999999817,75.21250899999723
transition,71.61875899999723,76.11722200000077
transition,72.52852100000018,77.02693200000067
transition,73.43320200000016,77.93165600000066
bike,74.33794900000066,78.84140099999786
transition,75.24266000000353,79.7461340000009
transition,76.14737299999979,80.6558920000025
transition,77.05708400000003,81.56564300000173
transition,77.96180800000002,82.47037799999816
transition,78.87155200000416,83.38009900000179
transition,79.77628499999992,84.28987100000086
transition,80.68604300000152,85.19961100000364
transition,81.59579400000075,86.1043009999994
transition,82.50052900000446,87.00903500000277
transition,83.41025000000081,87.91375900000276
transition,84.32002300000022,88.82352099999844
transition,85.229763000003,89.72822599999927
transition,86.13448300000164,90.6329459999979
transition,87.03918600000179,91.53768500000297
transition,87.94391000000178,92.44242200000008
transition,88.85367199999746,93.34709499999735
transition,89.75840800000151,94.25185300000157
transition,90.66309799999726,95.15655400000105
run,91.56783700000233,96.06127500000002
run,92.4725729999991,96.96599900000001
run,93.3772769999996,97.87073300000338
run,94.28200500000094,98.77541899999778
run,95.18670600000041,99.68013800000335
run,96.09142599999905,100.58484699999826
run,96.99618100000225,101.48954000000231
run,97.90088500000275,102.39427499999874
run,98.80560100000002,103.29896700000245
run,99.71028900000238,104.2036900000021
run,100.61499799999729,105.10840299999836
run,101.51972199999727,106.01810100000148
transition,102.4244269999981,106.92785200000071
transition,103.32911800000147,107.83256599999731
transition,104.23384100000112,108.73727199999848
transition,105.13855399999738,109.64197799999965
run,106.04827400000067,110.546666000002
run,106.95803400000295,111.45136099999945
run,107.86271800000395,112.35609200000181
run,108.7674229999975,113.26080499999807
