44664.448245,-8.1099,-0.0818,2.4373,1.8801,8.3116,3.3807 
45037.349646,0.0843,-0.0308,-0.0172,-0.4048,0.0921,0.2349 
44769.333648,0.0919,-0.4637,-0.5536,0.8148,-0.1840,0.5885 
44807.300648,-0.1903,-0.3577,-0.0100,-0.4817,0.1749,-0.1250 
44894.784709,0.2838,0.0310,-0.0959,0.1761,0.1510,0.1153 
45603.068894,0.8532,-0.7988,0.5638,0.2596,0.6328,5.4925 
45424.302832,-1.4972,-0.5951,0.0252,-4.1180,-2.2744,1.2585 
44570.357399,0.0791,0.7061,0.0632,-0.2728,-0.0605,-0.1981 
44530.488794,0.1405,-0.7153,0.1654,1.3229,0.1242,0.6385 
44378.274197,0.0129,-0.0208,-0.0856,-0.2374,0.0929,0.2064 
44447.582701,-0.5746,0.0432,0.0813,-0.9164,-0.0630,0.0385 
44807.481587,-0.3536,-0.0682,0.1791,-0.7515,0.0793,0.1520 
44691.830777,0.0069,0.4070,0.3697,1.1198,0.0507,0.4109 
44812.065370,0.4008,0.0768,0.0184,-0.2656,0.2027,-0.2881 
44847.197486,-0.2439,0.2169,0.1246,0.1167,0.0422,-0.0375 
44912.788116,0.1173,-0.1415,0.0242,-2.5873,-0.5969,0.0334 
44594.332595,1.2278,-1.1597,-0.8084,2.0098,-0.5546,1.8697 
44516.857289,-1.9826,0.0780,0.4960,-1.0712,-0.0038,0.0612 
44708.356795,0.4884,-0.2631,-0.1806,0.5267,0.0321,-0.0755 
44729.647496,-0.7643,0.3569,-0.5577,-2.3395,-1.3916,-0.9562 
45140.060889,-0.5652,0.4385,0.0780,-3.0759,-0.9275,2.6508 
44792.765250,-0.0043,0.2215,-0.3812,-0.5714,-0.3313,0.1043 
44404.152120,0.1925,0.0834,0.3956,-0.1572,0.0376,0.1291 
44986.761833,-0.0921,0.2216,-0.2055,-0.5561,-0.3814,0.4013 
45265.121263,-1.6367,-0.6242,0.6027,-1.4985,-1.2867,1.0318 
45323.821206,0.6503,-2.1485,0.9645,-0.6210,3.0887,-0.3729 
45420.020608,0.6433,-1.6568,0.7113,-0.4348,1.4655,2.4196 
45613.894971,0.5612,-1.1117,0.8549,-0.5607,0.6462,3.5171 
45310.109995,1.6377,0.7586,0.1933,-4.4060,2.3516,-4.0231 
44527.352336,0.5770,-0.1925,-0.1106,-1.5650,0.3578,-0.5015 
44562.667198,-0.4082,0.8046,0.1595,0.7282,-0.0655,-0.3145 
44482.114726,0.2846,-0.1016,0.3848,0.0843,-0.0918,0.2792 
44484.678222,0.1203,0.1293,0.3418,-0.2990,-0.0751,-0.3790 
44716.559472,0.2636,-0.0252,0.4126,-0.4247,-0.0629,-0.0529 
45548.968898,0.8261,-1.7254,0.9447,-0.7250,2.2780,0.8530 
44933.384834,0.3981,0.0822,-0.0952,0.5600,0.0889,-0.8045 
45539.409367,0.6735,-1.4428,1.2210,0.4417,1.6105,1.4881 
44744.544929,-0.0076,-0.1825,0.2747,0.0218,-0.1344,0.2627 
44734.231326,-0.4162,0.1954,-0.0388,-0.5802,-0.1686,0.0520 
45535.066907,-1.2284,1.1118,-0.2606,1.7352,-0.7718,-2.6919 
44443.661943,-0.4192,0.2254,0.1571,0.1330,-0.0748,0.1018 
44858.867948,0.3126,0.0598,-0.1801,-0.8011,-0.1427,0.1706 
44464.411485,1.2041,0.2154,0.2898,-0.7679,-0.3441,-0.7121 
45150.646002,-1.0784,-0.4666,0.5992,1.2775,-0.6386,-2.1235 
45295.001505,1.0797,-1.2861,1.3682,0.0921,1.9489,1.4474 
44811.401922,0.3199,-0.1801,-0.0862,-0.0316,-0.3761,0.1870 
44725.546194,-0.3700,0.9157,-0.2817,-0.2590,-0.1670,-0.4364 
44936.370305,0.0423,-0.2201,0.0079,3.0637,-2.5198,-1.5684 
45010.585550,0.3529,-0.3102,-0.5685,3.0576,1.7148,0.2857 
45485.671010,0.6389,-0.5211,0.2198,1.9976,-0.4731,5.6180 
45204.958449,2.0502,0.4092,0.5027,-3.2650,1.0258,-5.1321 
45252.937963,0.3544,1.7876,-0.4020,-6.3306,-0.5954,1.3977 
44829.857610,0.3456,-0.3092,0.3989,0.1295,-0.1265,-0.0420 
44904.977631,0.1176,-0.0024,0.3383,0.8036,0.5643,1.1417 
44613.542770,-0.3457,-0.1854,0.2615,-0.5876,0.4124,1.0660 
44945.356847,0.3109,-0.7078,-0.1266,-1.3613,-0.1471,-0.7307 
44980.398811,0.4110,-0.0966,0.1412,-0.5500,-0.1639,0.7965 
45425.659854,1.8025,1.5915,-1.5980,1.3104,2.0815,4.9891 
44847.468908,-0.1100,-0.0367,0.3514,-0.9979,-0.6461,-0.1243 
45506.358164,0.9313,-2.1831,0.5026,-0.8398,2.0788,1.3541 
45543.299529,1.0001,-0.5732,0.5659,-3.3413,1.5667,-3.1730 
44484.436924,0.1330,-0.1138,-0.2194,0.6743,0.2366,0.5819 
45046.572643,2.4262,2.2964,-1.2081,0.7578,-1.8520,-5.8650 
44450.990703,0.2031,-0.2493,-0.2454,0.6251,0.1858,-0.2689 
45563.262864,0.8861,-1.6260,1.2291,0.1337,2.8101,-0.8051 
44921.834985,-0.0180,0.0991,0.0430,-0.6601,-0.2110,-0.1174 
45128.269451,-1.7135,-0.8663,0.4820,-2.5804,-2.4171,0.9033 
44514.052585,0.3483,0.0398,-0.1152,-0.6894,0.3745,-0.5890 
45118.453124,3.0386,2.9964,1.3599,23.8390,7.1554,-5.3520 
45054.684859,-1.0838,-0.3849,-0.0346,-2.3647,-1.9908,2.0416 
44466.371837,0.0769,0.0302,-0.0480,-0.1663,0.1696,-0.1609 
45076.277229,2.1581,2.6239,-1.3148,-7.5970,-0.7516,2.7051 
45034.007308,0.2516,1.4943,-0.9117,0.3077,-1.3731,-4.2758 
44465.225792,1.1586,-0.2568,-0.3381,1.1079,0.2234,0.3246 
44563.541772,0.0045,0.0955,-0.0608,-0.0694,-0.1150,-0.0111 
44434.282241,-0.3056,-0.4157,-2.3267,0.1038,0.3469,-0.3400 
44535.887066,-0.4554,0.0049,-0.2554,-0.7094,-0.1011,-0.0278 
44659.834215,0.1431,-0.0868,-0.6585,-1.0476,-0.6136,0.1818 
44845.689665,0.0777,-0.0724,-0.0628,-0.1893,-0.1671,0.0226 
45450.900772,-0.1809,3.3685,-1.3071,4.0062,-1.3896,-5.6018 
45270.851053,-1.4032,-0.8273,0.6853,1.0642,-0.8988,-1.2134 
44944.180761,-0.4821,0.0385,-0.1744,-0.0504,0.4711,-0.3297 
45555.693691,-2.1414,-0.4534,0.2804,-2.4558,-1.9478,1.3904 
44671.716102,-0.3076,-0.2784,0.0614,-1.2867,-0.1230,0.4622 
44409.460460,-0.4965,0.1763,0.2983,0.5984,0.2150,0.2116 
45105.168516,1.1058,-0.7634,0.6572,-1.0184,-0.0415,5.2035 
45336.125109,-2.5742,-0.5455,-0.0421,-0.1467,-0.7840,-0.5617 
45364.924595,1.1568,-1.2017,0.3235,0.0585,2.8774,-1.2368 
45422.945795,0.8614,2.9839,-1.2338,3.8872,-1.2012,-4.9224 
45509.615052,0.6991,-1.8522,0.6839,-0.0105,2.5118,0.5177 
45249.530218,1.3335,-1.3145,1.1997,0.8665,2.7972,-0.4844 
45167.564030,1.2837,-1.1556,0.9347,-0.7810,2.7457,-2.0549 
