"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",875,"2017-10-31 11:36:58 +3770",0.0069,-0.0106,-0.0115,-0.0111,-6e-04,-0.0056
"2",61,"2017-10-31 11:36:58 +3850",0.0011,-0.0071,-0.0173,-0.0344,0.0058,0.003
"3",903,"2017-10-31 11:36:58 +3860",0.0011,-0.0071,-0.0173,-0.0344,0.0058,0.003
"4",304,"2017-10-31 11:36:58 +3940",0.0011,-0.0071,-0.0173,-0.0344,0.0058,0.003
"5",666,"2017-10-31 11:36:58 +4020",0.0069,-0.0071,-0.0051,-0.0391,-0.0283,-0.0026
"6",1092,"2017-10-31 11:36:58 +4030",0.0069,-0.0071,-0.0051,-0.0391,-0.0283,-0.0026
"7",1277,"2017-10-31 11:36:58 +4100",0.0069,-0.0071,-0.0051,-0.0391,-0.0283,-0.0026
"8",408,"2017-10-31 11:36:58 +4180",-0.0011,-0.0067,-0.0073,-0.0401,-0.0176,-0.0015
"9",1135,"2017-10-31 11:36:58 +4210",-0.0011,-0.0067,-0.0073,-0.0401,-0.0176,-0.0015
"10",1601,"2017-10-31 11:36:58 +4260",-0.0011,-0.0067,-0.0073,-0.0401,-0.0176,-0.0015
"11",1132,"2017-10-31 11:36:58 +4350",-0.003,-0.0019,-0.0206,-0.04,-0.021,0.0295
"12",280,"2017-10-31 11:36:58 +4430",-0.003,-0.0019,-0.0206,-0.04,-0.021,0.0295
"13",708,"2017-10-31 11:36:58 +4510",-0.0012,0.0031,-0.0238,-0.0263,-0.0306,0.0198
"14",1336,"2017-10-31 11:36:58 +4520",-0.0012,0.0031,-0.0238,-0.0263,-0.0306,0.0198
"15",1007,"2017-10-31 11:36:58 +4600",7e-04,-0.0024,-0.0272,-0.0138,-0.0509,0.009
"16",459,"2017-10-31 11:36:58 +4680",7e-04,-0.0024,-0.0272,-0.0138,-0.0509,0.009
"17",1130,"2017-10-31 11:36:58 +4690",7e-04,-0.0024,-0.0272,-0.0138,-0.0509,0.009
"18",1014,"2017-10-31 11:36:58 +4800",0.0036,-0.0122,-0.026,-0.0058,-0.0894,0.0045
"19",167,"2017-10-31 11:36:58 +4840",0.0036,-0.0122,-0.026,-0.0058,-0.0894,0.0045
"20",1101,"2017-10-31 11:36:58 +4850",0.0036,-0.0122,-0.026,-0.0058,-0.0894,0.0045
"21",883,"2017-10-31 11:36:58 +4930",-0.0293,0.0072,-0.0305,0.0358,-0.0644,-0.0819
"22",1704,"2017-10-31 11:36:58 +5010",-0.0293,0.0072,-0.0305,0.0358,-0.0644,-0.0819
"23",396,"2017-10-31 11:36:58 +5020",-0.0293,0.0072,-0.0305,0.0358,-0.0644,-0.0819
"24",1213,"2017-10-31 11:36:58 +5100",0.0057,0.0235,-0.0134,0.0662,-0.126,0.0053
"25",1586,"2017-10-31 11:36:58 +5180",0.0057,0.0235,-0.0134,0.0662,-0.126,0.0053
"26",444,"2017-10-31 11:36:58 +5190",0.0057,0.0235,-0.0134,0.0662,-0.126,0.0053
"27",1183,"2017-10-31 11:36:58 +5260",-0.0128,-0.0106,-0.0077,0.0163,-0.1032,-0.017
"28",651,"2017-10-31 11:36:58 +5340",-0.0128,-0.0106,-0.0077,0.0163,-0.1032,-0.017
"29",1410,"2017-10-31 11:36:58 +5360",-0.0128,-0.0106,-0.0077,0.0163,-0.1032,-0.017
"30",222,"2017-10-31 11:36:58 +5430",-0.0166,-0.0057,-0.0025,0.0199,-0.0831,0.011
"31",1528,"2017-10-31 11:36:58 +5510",-0.0137,0.0168,-0.0027,0.0625,-0.0823,0.0249
"32",188,"2017-10-31 11:36:58 +5520",-0.0137,0.0168,-0.0027,0.0625,-0.0823,0.0249
"33",1177,"2017-10-31 11:36:58 +5600",-0.0137,0.0168,-0.0027,0.0625,-0.0823,0.0249
"34",456,"2017-10-31 11:36:58 +5680",-0.0014,0.0108,-0.0077,0.0445,-0.0736,0.0068
"35",1294,"2017-10-31 11:36:58 +5760",-0.0014,0.0108,-0.0077,0.0445,-0.0736,0.0068
"36",415,"2017-10-31 11:36:58 +5840",0.002,0.0019,-0.0025,0.0361,-0.0618,0.009
"37",256,"2017-10-31 11:36:58 +5850",0.002,0.0019,-0.0025,0.0361,-0.0618,0.009
"38",944,"2017-10-31 11:36:58 +5930",0.002,0.0019,-0.0025,0.0361,-0.0618,0.009
"39",1443,"2017-10-31 11:36:58 +6010",0.0016,0.0024,0.0014,0.0554,-0.0632,0.0464
"40",1203,"2017-10-31 11:36:58 +6030",0.0016,0.0024,0.0014,0.0554,-0.0632,0.0464
"41",1448,"2017-10-31 11:36:58 +6100",0.0016,0.0024,0.0014,0.0554,-0.0632,0.0464
"42",1533,"2017-10-31 11:36:58 +6170",0.0058,0.0057,0.0134,0.0958,-0.0698,0.0422
"43",1600,"2017-10-31 11:36:58 +6190",0.0058,0.0057,0.0134,0.0958,-0.0698,0.0422
"44",1702,"2017-10-31 11:36:58 +6280",0.0117,0.0024,0.017,0.0936,-0.0838,0.0656
"45",1175,"2017-10-31 11:36:58 +6340",0.0117,0.0024,0.017,0.0936,-0.0838,0.0656
"46",1550,"2017-10-31 11:36:58 +6350",0.0117,0.0024,0.017,0.0936,-0.0838,0.0656
"47",473,"2017-10-31 11:36:58 +6430",-0.0221,-0.0324,0.0346,0.08,-0.0373,-0.0154
"48",144,"2017-10-31 11:36:58 +6520",-0.0221,-0.0324,0.0346,0.08,-0.0373,-0.0154
"49",822,"2017-10-31 11:36:58 +6600",-0.0134,-0.0056,0.0327,0.0263,-0.0032,0.0415
"50",118,"2017-10-31 11:36:58 +6680",-0.0134,-0.0056,0.0327,0.0263,-0.0032,0.0415
"51",921,"2017-10-31 11:36:58 +6690",-0.0134,-0.0056,0.0327,0.0263,-0.0032,0.0415
"52",1011,"2017-10-31 11:36:58 +6770",0.0047,-0.0034,0.0205,0.0062,0.0152,0.0138
"53",1223,"2017-10-31 11:36:58 +6880",0.0047,-0.0034,0.0205,0.0062,0.0152,0.0138
"54",1290,"2017-10-31 11:36:58 +6930",0.0123,0.0078,0.012,-0.0041,0.0442,0.0033
"55",1502,"2017-10-31 11:36:58 +7010",0.0123,0.0078,0.012,-0.0041,0.0442,0.0033
"56",1150,"2017-10-31 11:36:58 +7040",0.0249,0.0351,0.0116,0.0394,0.0289,0.0182
"57",761,"2017-10-31 11:36:58 +7100",0.0249,0.0351,0.0116,0.0394,0.0289,0.0182
"58",570,"2017-10-31 11:36:58 +7180",0.0287,0.0363,0.0135,0.0828,-0.0013,0.032
"59",668,"2017-10-31 11:36:58 +7190",0.0287,0.0363,0.0135,0.0828,-0.0013,0.032
"60",1288,"2017-10-31 11:36:58 +7270",0.0287,0.0363,0.0135,0.0828,-0.0013,0.032
"61",263,"2017-10-31 11:36:58 +7350",0.0224,-0.0016,0.0192,0.0614,1e-04,9e-04
"62",1020,"2017-10-31 11:36:58 +7360",0.0224,-0.0016,0.0192,0.0614,1e-04,9e-04
"63",310,"2017-10-31 11:36:58 +7430",0.0224,-0.0016,0.0192,0.0614,1e-04,9e-04
"64",537,"2017-10-31 11:36:58 +7510",0.0083,-0.011,0.0195,0.0023,0.056,-0.0201
"65",341,"2017-10-31 11:36:58 +7520",0.0083,-0.011,0.0195,0.0023,0.056,-0.0201
"66",758,"2017-10-31 11:36:58 +7600",0.0083,-0.011,0.0195,0.0023,0.056,-0.0201
"67",189,"2017-10-31 11:36:58 +7680",0.0017,0.0036,0.0111,-0.0327,0.0679,-0.0126
"68",407,"2017-10-31 11:36:58 +7690",0.0017,0.0036,0.0111,-0.0327,0.0679,-0.0126
"69",551,"2017-10-31 11:36:58 +7770",0.0045,0.0145,0.0101,-0.0104,0.0604,-0.0319
"70",51,"2017-10-31 11:36:58 +7850",0.0045,0.0145,0.0101,-0.0104,0.0604,-0.0319
"71",1482,"2017-10-31 11:36:58 +7930",0.0036,0.0155,0.0045,0.0223,0.0465,-0.0533
"72",1061,"2017-10-31 11:36:58 +8010",0.0036,0.0155,0.0045,0.0223,0.0465,-0.0533
"73",1460,"2017-10-31 11:36:58 +8020",0.0036,0.0155,0.0045,0.0223,0.0465,-0.0533
"74",813,"2017-10-31 11:36:58 +8100",0.0031,0.0055,0.003,0.0107,0.0475,-0.0255
"75",1546,"2017-10-31 11:36:58 +8180",0.0031,0.0055,0.003,0.0107,0.0475,-0.0255
"76",1012,"2017-10-31 11:36:58 +8190",0.0031,0.0055,0.003,0.0107,0.0475,-0.0255
"77",214,"2017-10-31 11:36:58 +8260",0.0027,-0.0097,-0.0093,-0.0018,0.0613,-0.0083
"78",523,"2017-10-31 11:36:58 +8350",0.0027,-0.0097,-0.0093,-0.0018,0.0613,-0.0083
"79",400,"2017-10-31 11:36:58 +8430",0.0039,-0.0013,-0.0053,0.0078,0.058,-8e-04
"80",712,"2017-10-31 11:36:58 +8510",0.0039,-0.0013,-0.0053,0.0078,0.058,-8e-04
"81",1073,"2017-10-31 11:36:58 +8520",0.0068,-0.0126,3e-04,0.0159,0.0346,-0.0149
"82",1451,"2017-10-31 11:36:58 +8600",0.0068,-0.0126,3e-04,0.0159,0.0346,-0.0149
"83",235,"2017-10-31 11:36:58 +8680",0.0081,-0.0319,0.0018,-0.0213,0.0422,-0.0181
"84",856,"2017-10-31 11:36:58 +8690",0.0081,-0.0319,0.0018,-0.0213,0.0422,-0.0181
"85",1112,"2017-10-31 11:36:58 +8770",0.0081,-0.0319,0.0018,-0.0213,0.0422,-0.0181
"86",763,"2017-10-31 11:36:58 +8840",-0.0059,-0.0103,0.0013,-0.0191,0.0465,-0.0095
"87",1004,"2017-10-31 11:36:58 +8850",-0.0059,-0.0103,0.0013,-0.0191,0.0465,-0.0095
"88",1415,"2017-10-31 11:36:58 +8930",-0.0059,-0.0103,0.0013,-0.0191,0.0465,-0.0095
"89",1275,"2017-10-31 11:36:58 +9010",0.0044,0.0024,0.0054,0.0213,0.029,0.015
"90",383,"2017-10-31 11:36:58 +9020",0.0044,0.0024,0.0054,0.0213,0.029,0.015
"91",385,"2017-10-31 11:36:58 +9130",-0.0013,0.0014,-2e-04,0.0327,0.0164,-0.0246
"92",1041,"2017-10-31 11:36:58 +9170",-0.0013,0.0014,-2e-04,0.0327,0.0164,-0.0246
"93",284,"2017-10-31 11:36:58 +9180",-0.0013,0.0014,-2e-04,0.0327,0.0164,-0.0246
"94",264,"2017-10-31 11:36:58 +9280",-0.0077,-0.0095,-0.0052,0.016,0.0377,-0.0095
"95",1337,"2017-10-31 11:36:58 +9340",-0.0077,-0.0095,-0.0052,0.016,0.0377,-0.0095
"96",891,"2017-10-31 11:36:58 +9350",-0.0077,-0.0095,-0.0052,0.016,0.0377,-0.0095
"97",762,"2017-10-31 11:36:58 +9450",-0.0025,-0.0097,-0.012,-0.0188,0.0547,0.0419
"98",1353,"2017-10-31 11:36:58 +9510",-0.0025,-0.0097,-0.012,-0.0188,0.0547,0.0419
"99",784,"2017-10-31 11:36:58 +9520",-0.0025,-0.0097,-0.012,-0.0188,0.0547,0.0419
"100",1342,"2017-10-31 11:36:58 +9600",0.002,-0.0063,-0.0066,-0.0094,0.044,0.029
"101",1468,"2017-10-31 11:36:58 +9680",0.002,-0.0063,-0.0066,-0.0094,0.044,0.029
"102",375,"2017-10-31 11:36:58 +9690",0.002,-0.0063,-0.0066,-0.0094,0.044,0.029
"103",1155,"2017-10-31 11:36:58 +9770",6e-04,-0.0105,-0.0066,0.0066,0.044,0.0269
"104",1305,"2017-10-31 11:36:58 +9840",6e-04,-0.0105,-0.0066,0.0066,0.044,0.0269
"105",490,"2017-10-31 11:36:58 +9850",6e-04,-0.0105,-0.0066,0.0066,0.044,0.0269
"106",1224,"2017-10-31 11:36:58 +9930",-0.0084,-0.0162,-0.0024,0.3166,0.1236,0.0396
"107",54,"2017-10-31 11:36:59 +0010",-0.0084,-0.0162,-0.0024,0.3166,0.1236,0.0396
"108",1062,"2017-10-31 11:36:59 +0020",-0.0084,-0.0162,-0.0024,0.3166,0.1236,0.0396
"109",326,"2017-10-31 11:36:59 +0100",-0.0035,-0.0578,-0.0227,-0.1043,-0.0364,-0.0231
"110",1036,"2017-10-31 11:36:59 +0180",-0.0137,0.0159,0.0091,0.0392,0.0995,-0.0026
"111",519,"2017-10-31 11:36:59 +0190",-0.0137,0.0159,0.0091,0.0392,0.0995,-0.0026
"112",282,"2017-10-31 11:36:59 +0270",-0.0137,0.0159,0.0091,0.0392,0.0995,-0.0026
"113",1625,"2017-10-31 11:36:59 +0340",0.0216,-0.0157,-0.0561,-0.0891,0.0299,0.125
"114",1391,"2017-10-31 11:36:59 +0350",0.0216,-0.0157,-0.0561,-0.0891,0.0299,0.125
"115",9,"2017-10-31 11:36:59 +0430",0.0216,-0.0157,-0.0561,-0.0891,0.0299,0.125
"116",90,"2017-10-31 11:36:59 +0510",0.0763,-0.0467,-0.0403,-0.0586,-0.0593,0.0164
"117",507,"2017-10-31 11:36:59 +0520",0.0763,-0.0467,-0.0403,-0.0586,-0.0593,0.0164
"118",778,"2017-10-31 11:36:59 +0630",0.0763,-0.0467,-0.0403,-0.0586,-0.0593,0.0164
"119",949,"2017-10-31 11:36:59 +0680",0.0178,0.0326,-0.0106,0.1192,-0.1213,-0.0983
"120",1078,"2017-10-31 11:36:59 +0800",0.0178,0.0326,-0.0106,0.1192,-0.1213,-0.0983
"121",782,"2017-10-31 11:36:59 +0840",0.0202,-0.0146,-0.024,0.0646,-0.1501,-0.0569
"122",1543,"2017-10-31 11:36:59 +0850",0.0202,-0.0146,-0.024,0.0646,-0.1501,-0.0569
"123",1376,"2017-10-31 11:36:59 +0950",0.0855,-0.0272,-0.0157,-0.0892,-0.1911,0.2838
"124",58,"2017-10-31 11:36:59 +1010",0.0855,-0.0272,-0.0157,-0.0892,-0.1911,0.2838
"125",738,"2017-10-31 11:36:59 +1020",0.0855,-0.0272,-0.0157,-0.0892,-0.1911,0.2838
"126",793,"2017-10-31 11:36:59 +1130",0.0261,-0.0789,-0.016,-0.1598,-0.0797,0.1102
"127",1123,"2017-10-31 11:36:59 +1180",0.0261,-0.0789,-0.016,-0.1598,-0.0797,0.1102
"128",874,"2017-10-31 11:36:59 +1270",0.0977,-0.0298,0.0253,-0.1234,-0.1689,0.1759
"129",481,"2017-10-31 11:36:59 +1360",0.0977,-0.0298,0.0253,-0.1234,-0.1689,0.1759
"130",539,"2017-10-31 11:36:59 +1370",0.0977,-0.0298,0.0253,-0.1234,-0.1689,0.1759
"131",1435,"2017-10-31 11:36:59 +1460",0.0835,-0.0338,0.0318,-0.1341,-0.1732,0.1866
"132",911,"2017-10-31 11:36:59 +1510",0.0835,-0.0338,0.0318,-0.1341,-0.1732,0.1866
"133",565,"2017-10-31 11:36:59 +1520",0.0835,-0.0338,0.0318,-0.1341,-0.1732,0.1866
"134",1534,"2017-10-31 11:36:59 +1600",0.077,-0.0474,0.0395,-0.1765,-0.0988,0.2716
"135",1152,"2017-10-31 11:36:59 +1680",0.077,-0.0474,0.0395,-0.1765,-0.0988,0.2716
"136",718,"2017-10-31 11:36:59 +1690",0.0847,-0.0415,0.0563,-0.2098,-0.0554,0.3649
"137",674,"2017-10-31 11:36:59 +1780",0.0847,-0.0415,0.0563,-0.2098,-0.0554,0.3649
"138",631,"2017-10-31 11:36:59 +1840",0.114,-0.0231,0.0746,-0.1803,-0.011,0.4059
"139",1667,"2017-10-31 11:36:59 +1850",0.114,-0.0231,0.0746,-0.1803,-0.011,0.4059
"140",70,"2017-10-31 11:36:59 +1940",0.114,-0.0231,0.0746,-0.1803,-0.011,0.4059
"141",620,"2017-10-31 11:36:59 +2010",0.1218,-0.0236,0.082,-0.1727,0.004,0.3868
"142",607,"2017-10-31 11:36:59 +2020",0.1218,-0.0236,0.082,-0.1727,0.004,0.3868
"143",1506,"2017-10-31 11:36:59 +2100",0.1218,-0.0236,0.082,-0.1727,0.004,0.3868
"144",1038,"2017-10-31 11:36:59 +2180",0.0786,-0.016,0.0822,-0.1732,0.0544,0.369
"145",270,"2017-10-31 11:36:59 +2190",0.0786,-0.016,0.0822,-0.1732,0.0544,0.369
"146",1642,"2017-10-31 11:36:59 +2290",0.0583,-0.02,0.0806,-0.1825,0.1502,0.4232
"147",1094,"2017-10-31 11:36:59 +2360",0.0583,-0.02,0.0806,-0.1825,0.1502,0.4232
"148",11,"2017-10-31 11:36:59 +2370",0.0583,-0.02,0.0806,-0.1825,0.1502,0.4232
"149",535,"2017-10-31 11:36:59 +2470",0.0506,-0.0032,0.0749,-0.169,0.1979,0.4588
"150",424,"2017-10-31 11:36:59 +2520",0.0506,-0.0032,0.0749,-0.169,0.1979,0.4588
"151",192,"2017-10-31 11:36:59 +2620",0.0539,-0.0054,0.067,-0.1614,0.2239,0.4056
"152",1043,"2017-10-31 11:36:59 +2690",0.0539,-0.0054,0.067,-0.1614,0.2239,0.4056
"153",1701,"2017-10-31 11:36:59 +2700",0.0539,-0.0054,0.067,-0.1614,0.2239,0.4056
"154",1375,"2017-10-31 11:36:59 +2780",0.0181,0.009,0.0326,-0.1531,0.302,0.3719
"155",807,"2017-10-31 11:36:59 +2870",0.0181,0.009,0.0326,-0.1531,0.302,0.3719
"156",1394,"2017-10-31 11:36:59 +2940",-7e-04,0.0049,0.0167,-0.1482,0.3445,0.4011
"157",57,"2017-10-31 11:36:59 +3100",-0.0238,0.0134,-0.0094,-0.1168,0.3774,0.4164
"158",780,"2017-10-31 11:36:59 +3110",-0.0238,0.0134,-0.0094,-0.1168,0.3774,0.4164
"159",1697,"2017-10-31 11:36:59 +3120",-0.0238,0.0134,-0.0094,-0.1168,0.3774,0.4164
"160",73,"2017-10-31 11:36:59 +3200",-0.0243,0.0264,-0.027,-0.0742,0.3891,0.3909
"161",1624,"2017-10-31 11:36:59 +3270",-0.0243,0.0264,-0.027,-0.0742,0.3891,0.3909
"162",941,"2017-10-31 11:36:59 +3360",-0.0177,0.0305,-0.0416,-0.0224,0.369,0.333
"163",1000,"2017-10-31 11:36:59 +3370",-0.0177,0.0305,-0.0416,-0.0224,0.369,0.333
"164",95,"2017-10-31 11:36:59 +3430",-0.0177,0.0305,-0.0416,-0.0224,0.369,0.333
"165",854,"2017-10-31 11:36:59 +3520",-0.0247,0.0347,-0.0505,0.0062,0.369,0.2999
"166",697,"2017-10-31 11:36:59 +3540",-0.0247,0.0347,-0.0505,0.0062,0.369,0.2999
"167",706,"2017-10-31 11:36:59 +3600",-0.0247,0.0347,-0.0505,0.0062,0.369,0.2999
"168",33,"2017-10-31 11:36:59 +3800",-0.0351,0.0386,-0.0617,0.0225,0.317,0.2461
"169",311,"2017-10-31 11:36:59 +3810",-0.0489,0.0444,-0.0685,0.0263,0.2959,0.2053
"170",443,"2017-10-31 11:36:59 +3820",-0.0489,0.0444,-0.0685,0.0263,0.2959,0.2053
"171",308,"2017-10-31 11:36:59 +4150",-0.0411,0.0375,-0.0536,-9e-04,0.2589,0.1568
"172",1233,"2017-10-31 11:36:59 +4220",-0.0411,0.0375,-0.0536,-9e-04,0.2589,0.1568
"173",987,"2017-10-31 11:36:59 +4230",-0.0411,0.0375,-0.0536,-9e-04,0.2589,0.1568
"174",965,"2017-10-31 11:36:59 +4260",-0.0411,0.0375,-0.0536,-9e-04,0.2589,0.1568
"175",1389,"2017-10-31 11:36:59 +4270",-0.0193,0.0321,-0.0579,0.0144,0.2175,0.1041
"176",1326,"2017-10-31 11:36:59 +4470",-0.0227,0.037,-0.0615,0.0338,0.1665,0.046
"177",131,"2017-10-31 11:36:59 +4480",-0.0227,0.037,-0.0615,0.0338,0.1665,0.046
"178",880,"2017-10-31 11:36:59 +4510",-0.0227,0.037,-0.0615,0.0338,0.1665,0.046
"179",1142,"2017-10-31 11:36:59 +4610",-0.0342,0.0125,-0.0634,0.027,0.1367,0.0361
"180",1628,"2017-10-31 11:36:59 +4720",-0.045,0.0067,-0.0539,0.0044,0.1132,0.0659
"181",1063,"2017-10-31 11:36:59 +4730",-0.045,0.0067,-0.0539,0.0044,0.1132,0.0659
"182",1420,"2017-10-31 11:36:59 +4760",-0.045,0.0067,-0.0539,0.0044,0.1132,0.0659
"183",1688,"2017-10-31 11:36:59 +4850",-0.045,0.0067,-0.0539,0.0044,0.1132,0.0659
"184",1025,"2017-10-31 11:36:59 +4860",-0.044,0.0048,-0.0391,0.0265,0.0808,0.0946
"185",548,"2017-10-31 11:36:59 +4930",-0.044,0.0048,-0.0391,0.0265,0.0808,0.0946
"186",364,"2017-10-31 11:36:59 +5040",-0.0435,0.0072,-0.0366,0.0356,0.0445,0.0868
"187",1653,"2017-10-31 11:36:59 +5050",-0.0435,0.0072,-0.0366,0.0356,0.0445,0.0868
"188",1698,"2017-10-31 11:36:59 +5100",-0.0435,0.0072,-0.0366,0.0356,0.0445,0.0868
"189",917,"2017-10-31 11:36:59 +5190",-0.0534,-0.0085,-0.0349,0.034,0.0062,0.0641
"190",418,"2017-10-31 11:36:59 +5200",-0.0534,-0.0085,-0.0349,0.034,0.0062,0.0641
"191",825,"2017-10-31 11:36:59 +5260",-0.0534,-0.0085,-0.0349,0.034,0.0062,0.0641
"192",569,"2017-10-31 11:36:59 +5350",-0.056,-0.0161,-0.0365,0.0546,0.0327,0.0867
"193",1591,"2017-10-31 11:36:59 +5360",-0.056,-0.0161,-0.0365,0.0546,0.0327,0.0867
"194",579,"2017-10-31 11:36:59 +5440",-0.056,-0.0161,-0.0365,0.0546,0.0327,0.0867
"195",1571,"2017-10-31 11:36:59 +5760",-0.0392,0.0134,-0.0405,0.0929,-0.0616,0.1011
"196",585,"2017-10-31 11:36:59 +6510",-0.0442,0.0251,-0.0166,0.0238,-0.1174,0.0321
"197",1286,"2017-10-31 11:36:59 +6660",-0.041,0.0379,-0.0098,0.0806,-0.1655,-0.0078
"198",1572,"2017-10-31 11:36:59 +6780",-0.0522,0.0215,-0.0056,0.0973,-0.1704,-0.0816
"199",350,"2017-10-31 11:36:59 +7040",-0.0629,0.0186,0.0045,0.0747,-0.1095,-0.0769
"200",1360,"2017-10-31 11:36:59 +7050",-0.0629,0.0186,0.0045,0.0747,-0.1095,-0.0769
"201",728,"2017-10-31 11:36:59 +7060",-0.0629,0.0186,0.0045,0.0747,-0.1095,-0.0769
"202",41,"2017-10-31 11:36:59 +7110",-0.0629,0.0186,0.0045,0.0747,-0.1095,-0.0769
"203",1018,"2017-10-31 11:38:37 +2580",0.0632,-0.043,-5e-04,0.2087,0.0451,0.2143
"204",66,"2017-10-31 11:38:37 +2600",0.03,0.0195,0.0856,-0.0336,0.1458,0.0169
