465194.774546,0.0506,-0.2287,-0.0820,0.1663,0.0154,0.0157 
465194.593546,0.0915,-0.1473,0.1932,-0.3885,0.0295,-0.2780 
465193.502613,-0.3254,-0.0603,-0.0560,-0.1968,-0.9551,-1.7504 
465187.756228,-1.4940,1.4082,0.6224,-0.4349,0.8536,-5.7887 
465178.380029,0.3245,6.4303,1.7364,-6.1027,-5.3399,0.0137 
465181.768571,4.6723,0.2207,1.5738,0.8855,3.1446,-10.0750 
465180.220096,-0.2358,1.2123,-0.2367,-14.5286,-1.4749,-2.3599 
465186.177601,0.0380,0.7911,-0.2287,-10.2399,-1.6942,-1.3217 
465190.807905,1.9249,0.2773,0.3683,-5.7728,6.5087,-7.3032 
465182.794172,0.4654,1.0504,0.5679,-12.5531,-0.8049,-0.8924 
465188.118228,1.0510,-0.2004,0.4295,-0.0197,1.1651,8.6822 
465191.290540,-1.6620,0.5944,-0.1634,-3.7118,-2.7076,1.1359 
465192.622791,0.1485,-0.8699,0.5168,-1.5731,-2.7000,5.1582 
465186.630075,0.3819,-3.0431,1.0312,-3.2463,3.4951,5.4964 
465191.049207,0.2243,-1.0583,0.7240,3.0325,-1.5751,8.6925 
465191.169874,1.7276,-0.3347,-0.4918,-8.7653,0.6118,-0.5999 
465190.320222,1.4302,0.9547,0.3170,-1.3478,0.5539,7.8738 
465180.370914,-1.5966,2.3954,0.2835,1.3544,0.9092,-6.4588 
465185.483818,0.1857,0.8919,-0.3224,-9.3097,-1.5380,-0.5642 
465188.962822,0.1279,0.7578,-0.2392,-9.9536,-1.5877,-0.8296 
465176.359014,-0.0067,-0.0052,0.0095,-0.0489,0.0328,-0.0315 
465185.333000,0.6473,-1.6401,1.0771,-0.8547,0.2092,8.7885 
465177.233787,-0.5507,1.1802,1.2200,1.8750,-0.5093,2.2815 
465188.329379,-1.9847,0.0947,0.2141,-4.2248,-2.6812,0.5611 
465185.875965,1.7712,-3.6462,0.7739,2.8244,4.1026,-3.7163 
465194.412564,-0.2203,-0.0006,0.0686,0.1173,-0.4172,-0.9245 
465188.631005,2.0404,-0.9698,0.3291,-0.1805,3.1082,-5.9737 
465183.613612,-3.0621,1.7871,-0.2583,3.7053,-0.8544,-1.5211 
465188.812004,0.4417,-1.4775,1.1671,-0.3558,1.4690,8.6670 
465178.681683,4.2083,-5.1079,3.2747,5.6303,3.6789,-7.3182 
465187.419412,1.1315,-0.7224,0.8453,0.8566,0.3755,9.5770 
465180.974218,-2.6210,1.6175,-0.2452,3.8365,0.6318,-3.8564 
465182.824323,-0.3477,1.1846,0.4239,-12.3238,-2.9718,-0.0911 
465181.798722,3.5829,-0.8438,1.0348,4.1825,4.3695,-7.3416 
465184.790032,0.5725,0.8684,-0.1724,-10.7967,-1.5368,-0.8175 
465181.004400,-1.5443,2.1529,0.4905,1.2660,1.9645,-6.5569 
465191.833486,0.1180,-0.4740,0.6701,4.5047,2.7872,9.0264 
